EFFORTID,TRANSID,CAPID,SEARCHER,Date,OCC,PITTAG,ALTPIT,IDCODE,ALTID,NEW,SVL,TOTAL,WEIGHT,BREAK,SEX,TRANSECT,LOCATION,CAPLAT,CAPLON,TRAPTYPE,ENTRTYPE,BAIT,OTHRTYPE,POSITIO1,SITE,CLASS,COMMENT,CI,SEXdeterm,SEXconf,SEXnotes,PROJECTCODE,QC Concerns,QC Flag,QC Resolutions
13259,61175,22349,CJR,05-Dec-16,,4906636B5F,,4872,,OLD,1206,1464,162,+,,D,7,,,V,,,,,NWFN,,HEAVY SCARRING AND DAMAGE ON TAIL,0.860493894,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13267,61280,22373,MCV,07-Dec-16,,4906636B5F,,4872,,OLD,1213,1462,160,+,,I,5,,,V,,,,,NWFN,,BITE MARKS ALONG TAIL,0.831915978,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13314,61822,22485,VRD,28-Dec-16,,4906636B5F,,4872,,OLD,1186,1438,159,+,,G,6,,,V,,,,,NWFN,,MAJOR DAMAGE AND SCARRING ON TAIL,0.897957147,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13353,62305,22548,TJH,30-Dec-16,,4906636B5F,,4872,,OLD,1210,1449,154,+,,B,4,,,V,,,,,NWFN,,SCARRING ON TAIL,0.80807486,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13148,59825,22164,FTE,26-Oct-16,,4C3B671A28,,3734,,OLD,956,1181,91,+,F,X,2,,,V,,,,,NWFN,,OLD CLIP CLEARED; RECLIPPED WITH SAME NUMBER,1.077455273,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13159,59978,22187,VRD,27-Oct-16,,4C3B671A28,,3734,,OLD,964,1186,88,+,F,Z,5,,,V,,,,,NWFN,,,1.014236808,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13262,61213,22360,VRD,07-Dec-16,,4C3B671A28,,3734,,OLD,956,1187,89,+,,X,4,,,V,,,,,NWFN,,,1.053774937,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13300,61663,22443,CJR,21-Dec-16,,4C3B671A28,,3734,,OLD,976,1212,92,+,,Z,8,,,V,,,,,NWFN,,,1.018518395,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13178,60251,22226,ACN,07-Nov-16,,4C3B755028,,3647,,NEW,832,1065,55,,J,H,14,,,V,,,,,NWFN,,NO HEMIPENES OBSERVED; PROBED FOUR SCALES.,1.001422397,M,4,"TWO SEXINGS AS M, TWICE PROBED M AND HEMIPENES OBSERVED",NWFN SCENT VIS TRAIL,,,
13254,61115,22340,VRD,01-Dec-16,,4C3B755028,,3647,,OLD,837,1045,59,+,M,U,11,,,V,,,,,NWFN,,HEMIPENES OBSERVED,1.055255776,M,4,"TWO SEXINGS AS M, TWICE PROBED M AND HEMIPENES OBSERVED",NWFN SCENT VIS TRAIL,,,
13187,60358,22240,CJR,02-Nov-16,,4C3B772B1A,,9674,,OLD,971,1209,86,+,M,E,9,,,V,,,,,NWFN,,"HEMIPENES OBSERVED; SKIN DAMAGES THROUGHOUT BODY, A FEW HEALING WOUNDS",0.968166368,M,4,"THREE SEXINGS AS M, THREE >800MM, THREE TIMES PROBED M AND HEMIPENES OBSERVED",NWFN SCENT VIS TRAIL,,,
13264,61218,22362,TJH,07-Dec-16,,4C3B772B1A,,9674,,OLD,981,1183,80,+,,I,10,,,V,,,,,NWFN,,OLD SCARS ABOVE VENT,0.870996055,M,4,"THREE SEXINGS AS M, THREE >800MM, THREE TIMES PROBED M AND HEMIPENES OBSERVED",NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE SHOWS SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13304,61731,22467,FTE,22-Dec-16,,4C3B7C0761,,1457,,OLD,1044,1285,106,+,M,S,1,,,V,,,,,NWFN,,HEMIPENES OBSERVED,0.937825154,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13348,62254,22537,MCV,12-Jan-17,,4C3B7C0761,,1457,,OLD,1071,1232,110,+,M,S,0,,,V,,,,,NWFN,,HEMIPENES OBSERVED,0.891867522,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,"SVL IS 60 MM LARGER THAN PREVIOUS CAPTURES, BUT TOTAL IS 60 MM SHORTER THAN PREVIOUS CAPTURES.  SVL OR TOTAL MAY BE INCORRECT BUT UNABLE TO DETERMINE SINCE VARIANCE IN MEASURES CONFLICT."
13168,60107,22212,CJR,25-Oct-16,,4C3C01600C,,5358,,OLD,1081,1340,146,+,F,S,8,,,V,,,,,NWFN,,SEXED SNAKE BEFORE REALIZED IT WAS ON NO-SEX LIST,1.146368779,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13305,61734,22469,CJR,27-Dec-16,,4C3C01600C,,5358,,OLD,1092,1356,192,+,,I,6,,,V,,,,,NWFN,,,1.455481368,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13314,61821,22484,VRD,28-Dec-16,,4C3C01600C,,5358,,OLD,1100,1356,191,+,,B,4,,,V,,,,,NWFN,,SCARRING ON TAIL,1.411489513,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13338,62126,22551,CJR,04-Jan-17,,4C3C01600C,,5358,,OLD,1105,1373,194,+,,I,5,,,V,,,,,NWFN,,,1.411075924,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13250,61076,22333,CJR,01-Dec-16,,4C3C095212,,4612,,NEW,759,965,52,,F,B,11,,,V,,,,,NWFN,,,1.234878393,F,2,FOUR SEXINGS AS F <800M,NWFN SCENT VIS TRAIL,,,
13294,61621,22434,FTE,20-Dec-16,,4C3C095212,,4612,,OLD,775,969,50,+,F,Q,11,,,V,,,,,NWFN,,,1.119274141,F,2,FOUR SEXINGS AS F <800M,NWFN SCENT VIS TRAIL,,,
13316,61861,22492,CJR,28-Dec-16,,4C3C095212,,4612,,OLD,778,980,46,+,F,H,10,,,V,,,,,NWFN,,,1.018445432,F,2,FOUR SEXINGS AS F <800M,NWFN SCENT VIS TRAIL,,,
13327,62003,22508,MCV,03-Jan-17,,4C3C095212,,4612,,OLD,765,961,46,+,F,D,13,,,V,,,,,NWFN,,,1.068398359,F,2,FOUR SEXINGS AS F <800M,NWFN SCENT VIS TRAIL,,,
13148,59824,22163,FTE,26-Oct-16,,4C3C0B5A33,,2734,,OLD,1075,1354,107,+,M,AA,1,,,V,,,,,NWFN,,HEMIPENES OBSERVED,0.856466362,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13233,60860,22306,CJR,23-Nov-16,,4C3C10023A,,7519,,OLD,1026,1285,98,+,F,G,14,,,V,,,,,NWFN,,,0.91948964,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13302,61690,22456,MCV,22-Dec-16,,4C3C10023A,,7519,,OLD,1031,1285,114,+,F,A,13,,,V,,,,,NWFN,,,1.052257447,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13181,60288,22230,CJR,31-Oct-16,,4C3C106832,,9236,,OLD,1072,1342,134,+,,NEE,7,,,V,,,,,NWFN,,,1.082969795,F,4,FOUR SEXINGS AS F [AT LEAST ONE >800MM],NWFN SCENT VIS TRAIL,,,
13222,60749,22293,MCV,21-Nov-16,,4C3C106832,,9236,,OLD,1085,1352,133,+,,R,10,,,V,,,,,NWFN,,,1.03101303,F,4,FOUR SEXINGS AS F [AT LEAST ONE >800MM],NWFN SCENT VIS TRAIL,,,
13287,61504,22410,TJH,20-Dec-16,,4C3C106832,,9236,,OLD,1091,1350,128,+,,G,11,,,V,,,,,NWFN,,,0.973420479,F,4,FOUR SEXINGS AS F [AT LEAST ONE >800MM],NWFN SCENT VIS TRAIL,,,
13304,61722,22462,FTE,22-Dec-16,,4C3C106832,,9236,,OLD,1085,1353,126,+,,Y,10,,,V,,,,,NWFN,,,0.976749186,F,4,FOUR SEXINGS AS F [AT LEAST ONE >800MM],NWFN SCENT VIS TRAIL,,,
13301,61683,22455,VRD,22-Dec-16,,4C3C136B56,,1826,,OLD,1046,1295,92,+,F,SWE,8,,,V,,,,,NWFN,,SCARING ON TAIL. TAIL ALMOST REMOVED BY OLD INJURY.,0.808689069,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13153,59867,22171,FTE,01-Nov-16,,4C3C177D0A,,4954,,OLD,1010,1272,88,+,M,H,5,,,V,,,,,NWFN,,OLD CLIP HARD TO FIND AND NO PIT TAG FOUND. USED OLD CLIP TO FIND OLD PIT: 0A140A4C63. NEW PIT: 4C3C177D0A,0.870230498,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,LOST PITTAG FOUND BUT OLD CLIP IS 4954. OLD PIT: 0A140A4C63. NEW PITTAG: 4C3C177D0A.,1,CHECKED CAPTURE HISTORY FROM OLD AND NEW PITTAG AND SVL AND TOT ARE SIMILAR.  MOST LIKELY THE SAME SNAKE.  OLD PITTAG CHANGED TO NEW PITTAG (SEE COMMENTS)
13233,60863,22307,CJR,23-Nov-16,,4C3C177D0A,,4954,,OLD,1026,1265,87,+,M,E,2,,,V,,,,,NWFN,,HEMIPENES OBSERVED,0.816281619,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,LOST PITTAG FOUND BUT OLD CLIP IS 4954. OLD PIT: 0A140A4C63. NEW PITTAG: 4C3C177D0A.,1,CHECKED CAPTURE HISTORY FROM OLD AND NEW PITTAG AND SVL AND TOT ARE SIMILAR.  MOST LIKELY THE SAME SNAKE.  OLD PITTAG CHANGED TO NEW PITTAG (SEE COMMENTS)
13263,61211,22358,FTE,07-Dec-16,,4C3C177D0A,,4954,,OLD,1023,1257,87,+,,AA,5,,,V,,,,,NWFN,,FINISHING SHEDDING; SMALL SCARS THROUGHOUT BODY AND ONE ON TOP OF HEAD,0.824345438,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13300,61673,22453,CJR,21-Dec-16,,4C3C177D0A,,4954,,OLD,1032,1267,96,+,,S,0,,,V,,,,,NWFN,,HEMIPENES FLARED,0.88322108,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13338,62132,22552,CJR,04-Jan-17,,4C3C177D0A,,4954,,OLD,1035,1276,94,+,M,G,1,,,V,,,,,NWFN,,HEMIPENES OBSERVED,0.856392113,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13350,62277,22540,FTE,12-Jan-17,,4C3C177D0A,,4954,,OLD,1043,1289,91,+,M,H,1,,,V,,,,,NWFN,,,0.807735928,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13174,60190,22221,FTE,08-Nov-16,,4C3C394E4B,,1761,,OLD,1012,1261,105,+,F,AA,6,,,V,,,,,NWFN,,,1.031522556,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13254,61120,22342,VRD,01-Dec-16,,4C3C394E4B,,1761,,OLD,1015,1262,111,+,,Y,6,,,V,,,,,NWFN,,,1.079750962,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13274,61366,22388,VRD,14-Dec-16,,4C3C394E4B,,1761,,OLD,1019,1269,101,+,F,W,3,,,V,,,,,NWFN,,,0.96964314,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13308,61761,22476,AFC,27-Dec-16,,4C3C394E4B,,1761,,OLD,1024,1267,110,+,F,X,4,,,V,,,,,NWFN,,HOPPED ONTO TRANSECT X FROM X3-X4;  SPOTTED ON TRANSECT; SNAKE IS CLOSER TO TRANSECT X,1.038864744,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13224,60785,22298,FTE,22-Nov-16,,4C3C431B5F,,7426,,OLD,944,1180,81,+,F,SWE,8,,,V,,,,,NWFN,,,0.998784415,F,4,"SEVEN SEXINGS AS F, FIVE SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13248,61038,22331,FTE,01-Dec-16,,4C3C431B5F,,7426,,OLD,958,1180,79,+,F,SWE,14,,,V,,,,,NWFN,,,0.929085806,F,4,"SEVEN SEXINGS AS F, FIVE SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13300,61673,22451,CJR,21-Dec-16,,4C3C6B7117,,5272,,OLD,1010,1259,91,+,,R,2,,,V,,,,,NWFN,,"LARGE HEALED INJURY; MID BODY, SNAKE'S RIGHT",0.899897447,F,4,FOUR SEXINGS AS F [AT LEAST ONE >800MM],NWFN SCENT VIS TRAIL,,,
13304,61724,22463,FTE,22-Dec-16,,4C3C6B7117,,5272,,OLD,1023,1265,91,+,,T,1,,,V,,,,,NWFN,,"LARGE HEALING SCAR ON THE RIGHT SIDE, 1/3 LENGHT DOWN FROM HEAD",0.862246378,F,4,FOUR SEXINGS AS F [AT LEAST ONE >800MM],NWFN SCENT VIS TRAIL,,,
13304,61730,22466,FTE,22-Dec-16,,4C3C6B7117,,5272,,OLD,,,,,,X,2,,,V,,,,,NWFN,,RECAPTURED FROM EARLIER TRANSECT,,F,4,FOUR SEXINGS AS F [AT LEAST ONE >800MM],NWFN SCENT VIS TRAIL,,,
13348,62252,22536,MCV,12-Jan-17,,4C3C6B7117,,5272,,OLD,1024,1275,93,+,,T,7,,,V,,,,,NWFN,,,0.87831292,F,4,FOUR SEXINGS AS F [AT LEAST ONE >800MM],NWFN SCENT VIS TRAIL,,,
13296,61639,22438,MCV,21-Dec-16,,4C3C706E6A,,1568,,NEW,462,588,15,,J,L,6,,,V,,,,,NWFN,,"PROBE TOO BIG; POSSIBLE HEMIPENES OBSERVED, BUT TOO SMALL TO DETERMINE",1.186630639,F,4,"SIX SEXINGS F, TWO SEXINGS <800MM",NWFN SCENT VIS TRAIL,,,
13347,62238,22535,TJH,10-Jan-17,,4C3C706E6A,,1568,,OLD,510,618,18,+,F,A,1,,,V,,,,,NWFN,,,1.15356509,F,4,"SIX SEXINGS F, TWO SEXINGS <800MM",NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE SHOWS SIMILAR SVL BUT TOTAL IS SHORT ON SMALL BTS.  DNA TAIL CLIP FROM LAST CAPTURE LIKELY CAUSING RTL FLAG
13187,60355,22236,CJR,02-Nov-16,,4C3D0B5211,,1472,,OLD,1024,1291,105,+,F,K,12,,,V,,,,,NWFN,,HAS HARD POOP,0.991643619,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13200,60519,22269,CJR,10-Nov-16,,4C3D0B5211,,1472,,OLD,1026,1287,106,+,F,F,6,,,V,,,,,NWFN,,,0.994550018,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13253,61116,22341,TJH,05-Dec-16,,4C3D0B5211,,1472,,OLD,1031,1278,122,+,,R,9,,,V,,,,,NWFN,,,1.126100075,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13350,62282,22543,FTE,12-Jan-17,,4C3D18720D,,3128,,OLD,1044,1295,133,+,F,A,10,,,V,,,,,NWFN,,SOME DAMAGE TO TAIL.,1.176705146,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13300,61663,22442,CJR,21-Dec-16,,4C3D27282B,,5387,,NEW,466,594,12,,F,Z,13,,,V,,,,,NWFN,,,0.932523885,F,4,"FOUR SEXINGS AS F, TWO >800MM",NWFN SCENT VIS TRAIL,,,
13193,60439,22250,MCV,09-Nov-16,,4C3D385F66,,5762,,OLD,1031,1304,111,+,F,C,6,,,V,,,,,NWFN,,,1.024566461,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13248,61034,22330,FTE,01-Dec-16,,4C3D385F66,,5762,,OLD,1025,1292,108,+,,D,9,,,V,,,,,NWFN,,,1.016639558,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13260,61186,22351,CJR,06-Dec-16,,4C3D385F66,,5762,,OLD,1036,1300,110,+,,F,7,,,V,,,,,NWFN,,,0.998897348,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13283,61484,22407,FTE,12-Dec-16,,4C3D385F66,,5762,,OLD,1022,1292,109,+,,A,5,,,V,,,,,NWFN,,,1.036193202,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13296,61644,22439,MCV,21-Dec-16,,4C3D385F66,,5762,,OLD,1040,1305,114,+,,E,7,,,V,,,,,NWFN,,,1.021815095,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13159,60001,22191,VRD,27-Oct-16,,4C3D3C7F69,,3596,,OLD,1058,1318,98,+,,T,13,,,V,,,,,NWFN,,SCARS ABOVE VENT,0.828579748,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13340,62161,22528,FTE,09-Jan-17,,4C3D3C7F69,,3596,,OLD,1082,1345,111,+,,U,9,,,V,,,,,NWFN,,DAMAGE TO TAIL,0.868768171,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13305,61732,22468,CJR,27-Dec-16,,4C3D43571E,,7514,,NEW,567,728,22,,M,E,11,,,V,,,,,NWFN,,"HEMIPENES OBSERVED; MESSED UP CLIP, RECLIPPED ABOVE",1.107969927,M,4,PROBED M AND HEMIPENES OBERVED,NWFN SCENT VIS TRAIL,,,
13269,61295,22377,FTE,08-Dec-16,,4C3D461246,,9631,,NEW,599,762,29,,M,B,10,,,V,,,,,NWFN,,HEMIPENES OBSERVED - PROBE WENT IN 4 SCALES,1.280711459,M,4,TWICE PROBED MALE AND HEMIPENES OBSERVED,NWFN SCENT VIS TRAIL,,,
13353,62311,22550,TJH,30-Dec-16,,4C3D461246,,9631,,OLD,628,780,29,+,M,F,13,,,V,,,,,NWFN,,HEMIPENES OBSERVED,1.139542475,M,4,TWICE PROBED MALE AND HEMIPENES OBSERVED,NWFN SCENT VIS TRAIL,,,
13235,60882,22312,VRD,28-Nov-16,,4C3D47222F,,3624,,OLD,1029,1166,103,+,,Z,4,,,V,,,,,NWFN,,STUMP TAIL WITH WHITE SCARRING,0.956960615,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13262,61208,22356,VRD,07-Dec-16,,4C3D47222F,,3624,,OLD,1009,1153,101,+,,AA,6,,,V,,,,,NWFN,,MAJOR SCARRING ALONG DORSAL & STUMP TAIL WITH WHITE SCARS,1.002086012,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE SHOWS SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13267,61286,22375,MCV,07-Dec-16,,4C3D491E32,,4925,,OLD,567,710,22,+,F,A,5,,,V,,,,,NWFN,,,1.107969927,F,2,FOUR SEXINGS AS F<800MM,NWFN SCENT VIS TRAIL,,,
13290,61557,22417,MCV,15-Dec-16,,4C3D491E32,,4925,,OLD,579,724,26,+,F,K,6,,,V,,,,,NWFN,,,1.246082238,F,2,FOUR SEXINGS AS F<800MM,NWFN SCENT VIS TRAIL,,,
13245,61018,22328,VRD,30-Nov-16,,4C3D496567,,8395,,OLD,775,966,47,+,M,AA,3,,,V,,,,,NWFN,,HEMIPENES OBSERVED,1.052117692,M,4,SIX TIMES PROBED MALE AND HEMIPENES OBSERVED,NWFN SCENT VIS TRAIL,,,
13286,61499,22411,CJR,20-Dec-16,,4C3D496567,,8395,,OLD,795,996,45,+,M,U,4,,,V,,,,,NWFN,,HEMIPENES OBSERVED,0.936283502,M,4,SIX TIMES PROBED MALE AND HEMIPENES OBSERVED,NWFN SCENT VIS TRAIL,,,
13313,61833,22487,TJH,28-Dec-16,,4C3D496567,,8395,,OLD,797,987,45,+,M,V,3,,,V,,,,,NWFN,,HEMIPENES OBSERVED,0.929496971,M,4,SIX TIMES PROBED MALE AND HEMIPENES OBSERVED,NWFN SCENT VIS TRAIL,,,
13165,60074,22242,VRD,02-Nov-16,,4C3D5D7E28,,5454,,OLD,1030,1236,111,+,F,U,14,,,V,,,,,NWFN,,PESOLA SCALE GIVING DIFFERENT WEIGHTS. SNAKE WEIGHT ACCURATE?,1.027920871,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13234,60873,22309,FTE,23-Nov-16,,4C3D5D7E28,,5454,,OLD,1031,1244,107,+,F,W,6,,,V,,,,,NWFN,,DORSAL SCARRING ON LOWER 1/2 OF BODY,0.987645147,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13243,60985,22322,MCV,29-Nov-16,,4C3D5D7E28,,5454,,OLD,1046,1261,106,+,,AA,8,,,V,,,,,NWFN,,,0.931750449,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13247,61026,22329,ACN,30-Nov-16,,4C3D5D7E28,,5454,,OLD,1017,1233,106,+,,V,13,,,V,,,,,NWFN,,,1.024354462,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13254,61120,22343,VRD,01-Dec-16,,4C3D5D7E28,,5454,,OLD,1043,1251,109,+,,Y,13,,,V,,,,,NWFN,,,0.96750787,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13269,61305,22379,FTE,08-Dec-16,,4C3D5D7E28,,5454,,OLD,1036,1257,104,+,,SWE,9,,,V,,,,,NWFN,,DORSAL SCARRING ON LOWER HALF OF BODY,0.944412038,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE SHOWS SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13182,60314,22232,CJR,01-Nov-16,,4C3D627D6C,,3532,,NEW,691,869,33,,F,Q,11,,,V,,,,,NWFN,,,1.013089395,F,2,SEVEN SEXINGS AS F <800MM,NWFN SCENT VIS TRAIL,,,
13252,61103,22337,MCV,30-Nov-16,,4C3D627D6C,,3532,,OLD,706,865,33,+,F,F,13,,,V,,,,,NWFN,,,0.956513473,F,2,SEVEN SEXINGS AS F <800MM,NWFN SCENT VIS TRAIL,,,
13283,61482,22406,FTE,12-Dec-16,,4C3D627D6C,,3532,,OLD,715,881,40,+,F,D,14,,,V,,,,,NWFN,,,1.120373363,F,2,SEVEN SEXINGS AS F <800MM,NWFN SCENT VIS TRAIL,,,
13279,61456,22401,CJR,13-Dec-16,,4C3D627D6C,,3532,,OLD,718,881,39,+,F,E,13,,,V,,,,,NWFN,,,1.080004664,F,2,SEVEN SEXINGS AS F <800MM,NWFN SCENT VIS TRAIL,,,
13292,61590,22421,FTE,14-Dec-16,,4C3D627D6C,,3532,,OLD,719,882,40,+,F,D,13,,,V,,,,,NWFN,,,1.103508208,F,2,SEVEN SEXINGS AS F <800MM,NWFN SCENT VIS TRAIL,,,
13329,62040,22516,CJR,30-Dec-16,,4C3D627D6C,,3532,,OLD,745,924,41,+,F,H,13,,,V,,,,,NWFN,,,1.025721892,F,2,SEVEN SEXINGS AS F <800MM,NWFN SCENT VIS TRAIL,,,
13336,62106,22521,CJR,03-Jan-17,,4C3D627D6C,,3532,,OLD,749,931,40,+,F,E,13,,,V,,,,,NWFN,,,0.985880735,F,2,SEVEN SEXINGS AS F <800MM,NWFN SCENT VIS TRAIL,,,
13159,59972,22184,VRD,27-Oct-16,,4C3D632123,,5252,,OLD,1019,1270,79,+,,P,6,,,V,,,,,NWFN,,,0.758433743,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13187,60356,22238,CJR,02-Nov-16,,4C3D632123,,5252,,OLD,1011,1270,75,+,,NEE,5,,,V,,,,,NWFN,,,0.739233249,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13167,60092,22207,VRD,03-Nov-16,,4C3D632123,,5252,,OLD,1010,1265,74,+,,O,8,,,V,,,,,NWFN,,,0.731784737,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13263,61212,22359,FTE,07-Dec-16,,4C3D632123,,5252,,OLD,1005,1260,71,+,,N,4,,,V,,,,,NWFN,,HEMIPENES FLARED,0.71379908,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13293,61602,22423,FTE,15-Dec-16,,4C3D632123,,5252,,OLD,1006,1264,75,+,,O,5,,,V,,,,,NWFN,,SCAR AT END OF TAIL; HEMIPENES FLARED,0.751526835,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
